CustomerID,Age,Gender,TenureYears,MonthlyCharges,TotalCharges,ContractType,PaymentMethod,InternetService,TechSupport,SeniorCitizen,Partner,PaperlessBilling,Churn
CUST02987,69.0,Female,4,134.36,5717.63,Two Year,Credit Card,No,No,0,Yes,No,No
CUST02988,47.0,M,6,45.96,5327.74,Two Year,Bank Transfer,No,No,0,No,Yes,Yes
CUST02989,37.0,M,14,143.15,,Two Year,Mailed Check,Fiber Optic,Yes,1,No,Yes,No
CUST02990,38.0,Male,6,64.5,1361.15,One Year,Credit Card,Fiber Optic,Yes,1,No,Yes,No
CUST02991,61.0,male,2,77.25,3329.82,Month-to-Month,Bank Transfer,Fiber Optic,Yes,0,Yes,Yes,No
CUST02992,49.0,Female,14,111.93,3748.47,Two Year,Electronic Check,Fiber Optic,Yes,0,No,No,No
CUST02993,68.0,male,3,96.4,5665.59,One Year,Electronic Check,No,Yes,0,No,Yes,No
CUST02994,63.0,M,9,61.33,8232.47,Month-to-Month,Bank Transfer,Fiber Optic,No,1,Yes,Yes,No
CUST02995,66.0,male,6,92.0,344.94,Month-to-Month,Electronic Check,No,Yes,0,No,No,Yes
CUST02996,38.0,Female,7,114.99,2208.08,Month-to-Month,Electronic Check,Fiber Optic,No,1,No,No,No
CUST02997,52.0,male,1,25.5,1759.57,Two Year,Mailed Check,Fiber Optic,No,1,Yes,Yes,No
CUST02998,49.0,Female,8,21.46,4530.6,Two Year,Mailed Check,Fiber Optic,No,0,Yes,Yes,No
CUST02999,47.0,M,6,79.55,3878.71,Two Year,Mailed Check,No,No,0,Yes,Yes,Yes
CUST03000,56.0,M,12,37.14,6566.76,Month-to-Month,Credit Card,Fiber Optic,Yes,0,No,Yes,No
CUST03001,66.0,M,7,106.36,2196.89,Month-to-Month,Mailed Check,No,No,1,No,No,No
CUST03002,29.0,Male,5,47.83,5358.6,One Year,Mailed Check,Fiber Optic,No,0,Yes,Yes,No
CUST03003,58.0,M,5,76.27,7957.04,One Year,Mailed Check,Fiber Optic,No,0,No,No,Yes
CUST03004,64.0,male,8,45.7,8197.89,One Year,Bank Transfer,DSL,Yes,1,No,No,No
CUST03005,35.0,Male,3,91.3,,One Year,Electronic Check,Fiber Optic,No,1,Yes,No,No
CUST03006,38.0,M,10,35.09,6963.89,Month-to-Month,Bank Transfer,No,No,1,Yes,Yes,No
CUST03007,30.0,male,10,23.0,8155.77,Two Year,Mailed Check,DSL,No,0,Yes,Yes,Yes
CUST03008,38.0,male,4,26.65,2126.09,Two Year,Credit Card,No,Yes,1,No,No,No
CUST03009,25.0,male,8,144.05,1794.28,Two Year,Bank Transfer,No,Yes,1,Yes,Yes,No
CUST03010,63.0,Female,0,38.5,78.26,Two Year,Mailed Check,DSL,Yes,1,No,No,No
CUST03011,57.0,Male,3,112.1,6367.46,One Year,Credit Card,Fiber Optic,No,1,Yes,No,No
CUST03012,63.0,male,6,28.83,8438.46,Month-to-Month,Credit Card,DSL,Yes,1,No,Yes,No
CUST03013,24.0,Female,10,34.06,1698.68,Two Year,Credit Card,No,Yes,0,Yes,Yes,No
CUST03014,40.0,M,14,86.15,5739.75,Month-to-Month,Electronic Check,Fiber Optic,Yes,1,No,No,No
CUST03015,61.0,male,8,80.43,6723.21,One Year,Credit Card,DSL,No,1,No,No,No
CUST03016,49.0,Female,14,143.71,8349.98,One Year,Mailed Check,No,Yes,1,No,No,Yes
CUST03017,28.0,male,13,142.83,5828.8,Two Year,Bank Transfer,Fiber Optic,No,0,No,Yes,No
CUST03018,39.0,Male,12,121.35,8733.24,Two Year,Bank Transfer,No,No,0,No,Yes,Yes
CUST03019,39.0,Male,10,98.27,3115.16,One Year,Mailed Check,Fiber Optic,No,1,No,Yes,Yes
CUST03020,60.0,M,11,79.14,3162.36,One Year,Electronic Check,Fiber Optic,No,1,No,No,No
CUST03021,42.0,male,12,66.3,4896.25,Month-to-Month,Electronic Check,DSL,Yes,1,Yes,Yes,No
CUST03022,39.0,Female,9,143.12,3463.85,One Year,Credit Card,Fiber Optic,Yes,1,No,No,No
CUST03023,45.0,M,5,98.38,32.8,Month-to-Month,Mailed Check,No,No,0,No,No,No
CUST03024,46.0,male,11,95.28,6591.31,One Year,Credit Card,Fiber Optic,No,0,No,Yes,No
CUST03025,30.0,M,7,50.15,,Month-to-Month,Credit Card,No,No,0,No,No,No
CUST03026,35.0,Female,12,26.07,6727.83,One Year,Mailed Check,Fiber Optic,No,1,No,No,Yes
CUST03027,19.0,M,8,142.87,3118.29,One Year,Electronic Check,Fiber Optic,Yes,1,Yes,No,No
CUST03028,46.0,M,9,60.79,4710.16,Month-to-Month,Electronic Check,DSL,Yes,0,Yes,Yes,No
CUST03029,38.0,M,3,77.54,,Month-to-Month,Bank Transfer,Fiber Optic,No,0,Yes,No,Yes
CUST03030,32.0,male,0,34.9,164.01,Two Year,Mailed Check,Fiber Optic,Yes,1,No,No,No
CUST03031,69.0,Female,13,128.8,5070.79,Two Year,Credit Card,No,Yes,0,No,Yes,No
CUST03032,44.0,Male,7,23.59,1131.37,One Year,Mailed Check,No,Yes,0,No,No,No
CUST03033,67.0,male,1,128.42,738.77,One Year,Credit Card,No,Yes,0,Yes,Yes,No
CUST03034,48.0,Male,10,38.24,6804.38,Month-to-Month,Bank Transfer,Fiber Optic,No,0,Yes,Yes,Yes
CUST03035,32.0,Male,0,135.25,105.37,One Year,Bank Transfer,No,Yes,0,Yes,No,No
CUST03036,68.0,male,12,114.87,,Two Year,Bank Transfer,No,No,1,No,No,No
CUST03037,40.0,male,6,41.41,4646.99,Month-to-Month,Bank Transfer,Fiber Optic,Yes,1,No,Yes,No
CUST03038,41.0,Female,11,93.56,8847.49,One Year,Credit Card,No,Yes,1,No,No,No
CUST03039,61.0,Female,9,60.65,540.82,Month-to-Month,Electronic Check,DSL,No,1,No,No,Yes
CUST03040,30.0,M,8,43.17,5260.1,Two Year,Credit Card,DSL,Yes,0,Yes,No,No
CUST03041,39.0,Male,10,131.69,3156.96,Two Year,Bank Transfer,No,No,1,Yes,No,Yes
CUST03042,60.0,Female,14,72.46,7594.47,Two Year,Electronic Check,No,Yes,0,Yes,Yes,No
CUST03043,54.0,M,11,71.81,3263.78,One Year,Mailed Check,No,No,0,Yes,Yes,Yes
CUST03044,50.0,Female,11,42.09,2359.18,One Year,Credit Card,Fiber Optic,Yes,1,Yes,No,No
CUST03045,20.0,male,8,69.8,7720.83,One Year,Mailed Check,DSL,No,1,No,Yes,No
CUST03046,36.0,Female,2,133.31,3384.38,One Year,Bank Transfer,DSL,Yes,1,Yes,Yes,No
CUST03047,40.0,Male,5,67.21,171.16,One Year,Mailed Check,No,No,1,No,Yes,No
CUST03048,46.0,Female,6,143.71,3524.8,One Year,Electronic Check,No,Yes,0,No,No,No
CUST03049,47.0,Male,13,143.02,5897.61 ,Two Year,Electronic Check,Fiber Optic,No,0,Yes,Yes,No
CUST03050,56.0,male,9,38.84,2304.15,Two Year,Electronic Check,Fiber Optic,No,0,Yes,Yes,Yes
CUST03051,61.0,Male,8,43.05,3899.25,One Year,Credit Card,DSL,Yes,1,No,Yes,No
CUST03052,64.0,Female,14,132.15,529.3,Two Year,Mailed Check,Fiber Optic,No,1,No,Yes,No
CUST03053,42.0,M,1,71.06,5301.07,Month-to-Month,Mailed Check,DSL,No,0,No,Yes,No
CUST03054,54.0,male,7,20.57,6811.53,One Year,Mailed Check,No,Yes,0,No,No,No
CUST03055,64.0,Female,13,55.6,3731.55,Month-to-Month,Bank Transfer,No,Yes,1,Yes,No,No
CUST03056,25.0,male,6,97.69,3793.69,One Year,Credit Card,DSL,Yes,1,No,Yes,No
CUST03057,59.0,male,3,123.9,812.78,One Year,Credit Card,No,No,0,Yes,No,No
CUST03058,33.0,Female,1,37.34,1833.43,Two Year,Mailed Check,Fiber Optic,No,0,Yes,Yes,No
CUST03059,25.0,Female,7,34.37,1408.98,Month-to-Month,Credit Card,No,Yes,0,Yes,No,No
CUST03060,18.0,M,10,139.87,4345.56,Two Year,Mailed Check,No,No,1,Yes,No,No
CUST03061,61.0,male,4,117.65,4772.71,One Year,Mailed Check,DSL,Yes,0,No,No,No
CUST03062,22.0,male,5,96.67,8541.48,Month-to-Month,Mailed Check,Fiber Optic,No,0,No,No,Yes
CUST03063,20.0,Female,13,119.99,677.62,One Year,Electronic Check,Fiber Optic,Yes,1,Yes,No,No
CUST03064,18.0,Male,10,75.75,5406.81,Two Year,Bank Transfer,No,No,0,No,No,No
CUST03065,21.0,Female,6,118.6,4747.96,One Year,Credit Card,No,Yes,0,Yes,No,No
CUST03066,57.0,male,14,68.33,4655.77,One Year,Bank Transfer,Fiber Optic,Yes,0,Yes,Yes,No
CUST03067,,Female,14,51.73,7860.97,Two Year,Electronic Check,Fiber Optic,Yes,1,No,Yes,No
CUST03068,49.0,M,9,114.77,1865.74,One Year,Credit Card,DSL,No,1,No,Yes,No
CUST03069,59.0,Male,0,74.56,386.14,Month-to-Month,Mailed Check,No,No,0,No,Yes,Yes
CUST03070,51.0,Female,7,147.58,6057.0,Two Year,Bank Transfer,No,No,1,No,Yes,No
CUST03071,60.0,M,3,65.43,3119.51,One Year,Electronic Check,Fiber Optic,Yes,0,Yes,No,No
CUST03072,42.0,male,12,139.82,177.96,Two Year,Credit Card,DSL,No,0,Yes,No,No
CUST03073,27.0,Female,8,141.29,2277.34,One Year,Credit Card,Fiber Optic,No,1,Yes,No,No
CUST03074,38.0,male,0,51.44,2797.75,Two Year,Bank Transfer,No,Yes,0,No,Yes,Yes
CUST03075,63.0,M,10,123.77,5559.21,Two Year,Bank Transfer,No,Yes,1,No,No,No
CUST03076,56.0,male,1,76.3,1569.82,Month-to-Month,Credit Card,No,Yes,1,Yes,No,No
CUST03077,44.0,M,13,139.28,3729.23,Two Year,Credit Card,No,Yes,0,No,Yes,Yes
CUST03078,44.0,M,5,78.52,4352.63,Month-to-Month,Electronic Check,DSL,No,0,Yes,Yes,No
CUST03079,19.0,M,10,116.76,4143.95,Two Year,Mailed Check,No,Yes,1,Yes,No,No
CUST03080,58.0,Female,9,80.71,8765.99,Two Year,Mailed Check,Fiber Optic,No,1,Yes,No,No
CUST03081,65.0,male,10,49.61,428.63,One Year,Electronic Check,DSL,Yes,0,No,No,No
CUST03082,30.0,male,13,45.92,8559.69,One Year,Credit Card,DSL,No,1,No,No,No
CUST03083,26.0,Male,0,75.31,5245.8,One Year,Bank Transfer,No,Yes,0,Yes,Yes,No
CUST03084,69.0,Male,3,118.21,7165.63,Two Year,Bank Transfer,DSL,Yes,0,No,Yes,No
CUST03085,53.0,Male,7,98.66,3884.93,Two Year,Credit Card,No,Yes,1,No,Yes,No
CUST03086,39.0,Male,14,109.52,4095.46,Month-to-Month,Electronic Check,DSL,Yes,0,No,No,No
CUST03087,59.0,male,9,56.7,7916.35,Month-to-Month,Credit Card,DSL,Yes,1,Yes,No,No
CUST03088,43.0,M,4,82.59,8065.49,Month-to-Month,Bank Transfer,Fiber Optic,No,0,No,Yes,No
CUST03089,29.0,M,12,25.77,2163.43,One Year,Credit Card,Fiber Optic,No,0,No,No,No
CUST03090,34.0,Female,8,126.28,1809.19,One Year,Credit Card,Fiber Optic,No,0,No,No,No
CUST03091,31.0,M,10,148.69,4476.19,Month-to-Month,Electronic Check,DSL,No,0,Yes,Yes,Yes
CUST03092,31.0,male,10,72.89,8104.49,Two Year,Mailed Check,Fiber Optic,No,0,Yes,Yes,No
CUST03093,51.0,male,5,21.43,2914.75,One Year,Bank Transfer,Fiber Optic,Yes,0,Yes,No,Yes
CUST03094,37.0,male,0,42.07,5875.09,One Year,Bank Transfer,Fiber Optic,Yes,1,No,Yes,No
CUST03095,,Female,5,104.83,6379.2,Month-to-Month,Credit Card,DSL,No,1,Yes,No,Yes
CUST03096,33.0,Male,5,99.57,7012.5,One Year,Bank Transfer,No,No,0,No,No,Yes
CUST03097,68.0,M,12,122.42,5084.04,Month-to-Month,Bank Transfer,Fiber Optic,No,1,Yes,No,Yes
CUST03098,48.0,male,5,53.0,3634.05,One Year,Mailed Check,DSL,No,1,No,No,Yes
CUST03099,23.0,male,7,119.27,8703.8,Two Year,Bank Transfer,DSL,No,1,Yes,No,No
CUST03100,36.0,Male,14,109.44,5509.75,Two Year,Bank Transfer,No,Yes,1,Yes,No,No
CUST03101,54.0,male,5,61.97,6562.52,One Year,Electronic Check,Fiber Optic,No,1,No,Yes,No
CUST03102,21.0,M,4,90.91,3117.95,Month-to-Month,Electronic Check,DSL,Yes,0,Yes,Yes,No
CUST03103,64.0,Female,14,39.15,6036.14,One Year,Electronic Check,DSL,No,0,No,No,Yes
CUST03104,21.0,male,10,78.83,2335.02,Month-to-Month,Electronic Check,DSL,Yes,0,No,No,Yes
CUST03105,,M,1,134.56,2220.97,One Year,Electronic Check,No,No,0,No,No,Yes
CUST03106,27.0,male,3,74.75,,Two Year,Mailed Check,Fiber Optic,No,0,No,Yes,No
CUST03107,41.0,Male,13,129.14,4702.12,Two Year,Bank Transfer,DSL,Yes,1,No,No,No
CUST03108,52.0,male,14,96.73,6155.82,One Year,Credit Card,DSL,Yes,1,No,Yes,No
CUST03109,43.0,male,9,44.94,2439.56,One Year,Mailed Check,DSL,Yes,0,Yes,Yes,Yes
CUST03110,54.0,Female,4,95.54,5396.54,One Year,Credit Card,DSL,No,0,Yes,No,No
CUST03111,55.0,Male,9,85.78,4006.52,Two Year,Electronic Check,Fiber Optic,No,1,Yes,Yes,No
CUST03112,38.0,Male,3,71.82,5380.7,Two Year,Bank Transfer,Fiber Optic,No,0,Yes,Yes,No
CUST03113,57.0,Female,1,35.55,2632.1,Month-to-Month,Electronic Check,DSL,No,0,Yes,Yes,Yes
CUST03114,56.0,male,6,74.17,6444.75,One Year,Mailed Check,DSL,Yes,1,Yes,No,Yes
CUST03115,38.0,M,9,29.46,7257.25,One Year,Credit Card,DSL,Yes,0,No,Yes,No
CUST03116,27.0,Male,9,32.84,2354.05,Two Year,Bank Transfer,No,Yes,0,No,No,Yes
CUST03117,55.0,Male,1,74.07,2719.57,One Year,Mailed Check,No,Yes,0,No,Yes,No
CUST03118,63.0,male,0,59.7,5957.17,Month-to-Month,Mailed Check,No,Yes,0,Yes,Yes,Yes
CUST03119,21.0,male,13,140.32,6266.35,One Year,Bank Transfer,DSL,Yes,0,No,Yes,Yes
CUST03120,62.0,Male,4,68.84,6342.82,Two Year,Bank Transfer,No,Yes,1,No,Yes,Yes
CUST03121,37.0,male,11,118.52,6150.63,One Year,Mailed Check,Fiber Optic,No,0,No,Yes,Yes
CUST03122,34.0,M,12,88.93,3547.41,Two Year,Credit Card,No,No,0,No,No,No
CUST03123,24.0,Male,0,111.53,3565.79,Month-to-Month,Credit Card,DSL,Yes,1,Yes,No,Yes
CUST03124,21.0,M,0,53.82,2308.26,Month-to-Month,Mailed Check,Fiber Optic,Yes,0,No,Yes,Yes
CUST03125,46.0,M,14,142.45,1428.37,One Year,Mailed Check,DSL,No,0,No,Yes,No
CUST03126,31.0,male,0,88.91,6239.34,One Year,Electronic Check,Fiber Optic,Yes,1,No,Yes,Yes
CUST03127,20.0,M,5,128.07,856.84,Two Year,Electronic Check,No,No,1,Yes,Yes,Yes
CUST03128,41.0,male,8,67.46,8441.37,Month-to-Month,Credit Card,No,No,1,Yes,No,Yes
CUST03129,54.0,Female,9,33.03,7443.64,Month-to-Month,Electronic Check,Fiber Optic,Yes,1,No,No,Yes
CUST03130,33.0,male,12,107.58,7720.4,Month-to-Month,Credit Card,Fiber Optic,No,1,No,Yes,No
CUST03131,69.0,M,10,21.01,8161.89,Month-to-Month,Bank Transfer,DSL,No,0,Yes,No,Yes
CUST03132,21.0,Female,11,81.79,3689.27,One Year,Electronic Check,Fiber Optic,No,1,Yes,Yes,No
CUST03133,41.0,male,0,45.06,7623.37,One Year,Credit Card,DSL,Yes,1,No,Yes,No
CUST03134,51.0,M,4,101.56,1439.39,Two Year,Credit Card,Fiber Optic,Yes,1,Yes,No,No
CUST03135,47.0,Male,14,147.32,214.34,Month-to-Month,Mailed Check,Fiber Optic,No,1,Yes,No,No
CUST03136,35.0,Male,8,80.37,7068.32,One Year,Credit Card,No,Yes,0,Yes,Yes,Yes
CUST03137,36.0,male,13,126.27,691.67,One Year,Electronic Check,No,No,1,No,Yes,No
CUST03138,48.0,male,8,86.01,8896.95,Month-to-Month,Mailed Check,DSL,No,0,Yes,Yes,No
CUST03139,36.0,Male,0,84.46,6079.67,One Year,Mailed Check,DSL,Yes,0,Yes,No,No
CUST03140,66.0,M,7,140.96,6785.98,Two Year,Electronic Check,DSL,No,1,No,Yes,No
CUST03141,63.0,M,0,135.7,2227.32,Two Year,Bank Transfer,Fiber Optic,No,0,No,No,Yes
CUST03142,36.0,M,14,122.15,6071.31,Month-to-Month,Electronic Check,Fiber Optic,No,0,No,Yes,Yes
CUST03143,39.0,male,7,58.51,408.12,Two Year,Electronic Check,DSL,No,0,Yes,No,No
CUST03144,41.0,Female,0,90.85,7543.67,One Year,Mailed Check,Fiber Optic,No,1,Yes,No,No
CUST03145,62.0,Female,11,49.11,1543.22,Two Year,Electronic Check,No,No,1,No,No,No
CUST03146,29.0,Female,4,77.71,6282.28,One Year,Bank Transfer,Fiber Optic,No,0,No,Yes,No
CUST03147,47.0,Female,7,82.95,2035.83,Month-to-Month,Bank Transfer,No,Yes,1,No,Yes,No
CUST03148,55.0,Female,5,128.11,634.71,Month-to-Month,Bank Transfer,DSL,Yes,1,No,Yes,No
CUST03149,48.0,male,8,136.48,,One Year,Mailed Check,Fiber Optic,No,1,No,No,Yes
CUST03150,53.0,male,0,73.9,1540.19,One Year,Electronic Check,DSL,Yes,0,Yes,No,No
CUST03151,36.0,Female,8,22.3,6570.41,Two Year,Credit Card,No,No,1,Yes,No,No
CUST03152,65.0,male,0,132.03,2153.34,One Year,Electronic Check,DSL,No,1,No,No,No
CUST03153,,male,9,42.66,3095.4,Month-to-Month,Bank Transfer,No,No,0,Yes,No,No
CUST03154,53.0,Female,9,100.84,5115.6,One Year,Electronic Check,No,No,1,No,No,No
CUST03155,47.0,M,2,23.25,2579.02,Two Year,Mailed Check,DSL,Yes,0,Yes,No,Yes
CUST03156,66.0,male,0,71.94,3414.33,Two Year,Electronic Check,No,No,1,Yes,Yes,Yes
CUST03157,50.0,M,2,148.17,7344.28,One Year,Mailed Check,DSL,No,1,No,No,Yes
CUST03158,35.0,male,11,33.09,1629.3,Two Year,Credit Card,DSL,Yes,1,No,No,No
CUST03159,69.0,male,10,75.08,758.17,Two Year,Credit Card,DSL,Yes,1,No,No,Yes
CUST03160,66.0,Female,12,59.93,2968.65,Month-to-Month,Mailed Check,No,Yes,0,No,No,Yes
CUST03161,45.0,male,1,137.66,3830.9,One Year,Electronic Check,No,Yes,1,Yes,No,No
CUST03162,64.0,Male,1,133.01,4893.08,Month-to-Month,Bank Transfer,Fiber Optic,Yes,0,Yes,Yes,No
CUST03163,28.0,Male,8,50.9,3364.36,Month-to-Month,Mailed Check,DSL,Yes,0,No,No,Yes
CUST03164,62.0,Female,7,30.55,7113.41,Two Year,Electronic Check,DSL,No,1,Yes,No,Yes
CUST03165,50.0,M,0,101.53,373.09,Month-to-Month,Electronic Check,DSL,No,1,No,No,No
CUST03166,34.0,M,11,63.73,3897.27,One Year,Electronic Check,DSL,Yes,1,No,Yes,No
CUST03167,23.0,M,13,107.37,3452.66,One Year,Bank Transfer,DSL,Yes,1,No,No,No
CUST03168,21.0,Male,3,24.18,5835.25,One Year,Bank Transfer,DSL,No,1,No,No,No
CUST03169,37.0,M,12,37.34,8697.16,Month-to-Month,Bank Transfer,DSL,Yes,1,No,Yes,Yes
CUST03170,,M,0,109.23,4603.17,One Year,Mailed Check,Fiber Optic,Yes,1,Yes,No,No
CUST03171,64.0,Female,0,47.61,8882.15,One Year,Mailed Check,Fiber Optic,Yes,1,Yes,No,No
CUST03172,44.0,M,11,131.49,2734.2,Month-to-Month,Bank Transfer,DSL,No,1,Yes,Yes,No
CUST03173,32.0,Male,11,27.62,297.2,Month-to-Month,Mailed Check,DSL,Yes,0,No,Yes,No
CUST03174,23.0,Male,3,48.01,1507.66,Month-to-Month,Bank Transfer,Fiber Optic,No,1,No,Yes,Yes
CUST03175,64.0,Male,1,149.81,3568.22,Month-to-Month,Mailed Check,Fiber Optic,No,1,Yes,No,Yes
CUST03176,31.0,Female,2,76.3,2860.68,Two Year,Electronic Check,DSL,No,0,Yes,No,No
CUST03177,28.0,Female,10,111.39,891.55,Month-to-Month,Bank Transfer,DSL,Yes,1,No,No,Yes
CUST03178,56.0,male,8,43.75,3905.29,Month-to-Month,Mailed Check,Fiber Optic,Yes,1,Yes,No,No
CUST03179,26.0,M,1,99.28,3056.28,One Year,Electronic Check,Fiber Optic,No,0,No,No,No
CUST03180,43.0,Female,3,114.39,,One Year,Electronic Check,DSL,No,1,No,Yes,No
CUST03181,33.0,Male,0,60.88,2679.13,Month-to-Month,Mailed Check,Fiber Optic,Yes,0,No,No,No
CUST03182,22.0,Male,1,127.76,,Month-to-Month,Electronic Check,DSL,No,1,Yes,Yes,No
CUST03183,69.0,Female,4,98.44,2732.4,Month-to-Month,Credit Card,No,Yes,1,No,No,Yes
CUST03184,27.0,Female,13,70.59,6431.32,One Year,Bank Transfer,DSL,No,1,No,Yes,Yes
CUST03185,67.0,Female,9,92.49,5516.18,One Year,Bank Transfer,DSL,Yes,0,Yes,Yes,No
CUST03186,20.0,male,14,94.98,3856.09,Month-to-Month,Electronic Check,DSL,Yes,0,No,No,Yes
CUST03187,30.0,Male,0,41.52,2166.45,One Year,Mailed Check,Fiber Optic,No,0,No,Yes,No
CUST03188,60.0,male,10,72.36,3333.75,One Year,Credit Card,DSL,No,0,Yes,No,No
CUST03189,66.0,male,6,64.65,5337.12,Month-to-Month,Mailed Check,DSL,Yes,1,Yes,No,No
CUST03190,47.0,M,3,72.12,3169.76,One Year,Bank Transfer,Fiber Optic,No,0,No,Yes,No
CUST03191,62.0,Male,5,118.94,1949.77,Month-to-Month,Electronic Check,No,No,1,Yes,Yes,No
CUST03192,23.0,Male,7,82.73,1065.84,Two Year,Credit Card,No,No,1,Yes,No,No
CUST03193,34.0,Female,12,142.24,7920.31,Two Year,Electronic Check,Fiber Optic,Yes,1,No,No,No
CUST03194,62.0,Female,5,58.18,3974.01,Two Year,Credit Card,DSL,No,1,No,No,No
CUST03195,68.0,M,13,74.04,5634.37,One Year,Electronic Check,No,No,1,No,No,No
CUST03196,36.0,male,1,122.3,4423.89,Two Year,Mailed Check,No,No,0,No,Yes,No
CUST03197,59.0,Female,0,90.98,7855.65,One Year,Bank Transfer,Fiber Optic,No,1,No,No,No
CUST03198,52.0,Female,7,91.11,4931.47,Month-to-Month,Electronic Check,No,Yes,1,No,Yes,No
CUST03199,63.0,Male,7,26.93,4337.42,Two Year,Electronic Check,No,No,0,Yes,No,No
CUST03200,43.0,Male,8,71.82,8322.92,One Year,Credit Card,Fiber Optic,Yes,1,No,No,No
CUST03201,68.0,Female,5,55.2,6482.81,Two Year,Mailed Check,No,Yes,0,Yes,No,No
CUST03202,22.0,Male,11,149.91,1021.72,One Year,Mailed Check,DSL,No,1,Yes,Yes,No
CUST03203,46.0,M,0,60.09,1615.79,One Year,Credit Card,Fiber Optic,No,0,No,Yes,No
CUST03204,54.0,Female,13,134.98,7088.36,Month-to-Month,Mailed Check,DSL,Yes,1,Yes,Yes,No
CUST03205,37.0,Male,8,107.91,7525.94,One Year,Bank Transfer,DSL,No,1,No,No,No
CUST03206,66.0,M,11,64.32,4915.81,One Year,Electronic Check,Fiber Optic,No,0,Yes,No,No
CUST03207,38.0,Male,12,90.66,4999.01,Two Year,Credit Card,No,Yes,1,Yes,Yes,No
CUST03208,27.0,Male,14,129.27,5694.76,Month-to-Month,Mailed Check,Fiber Optic,No,1,Yes,No,No
CUST03209,22.0,Male,13,134.84,3963.26,One Year,Bank Transfer,No,No,0,Yes,Yes,No
CUST03210,53.0,Female,2,40.85,6128.19,Two Year,Bank Transfer,DSL,No,0,Yes,Yes,Yes
CUST03211,23.0,male,10,64.14,994.16,Month-to-Month,Mailed Check,No,Yes,1,Yes,No,No
CUST03212,43.0,Male,5,63.58,8652.29,One Year,Mailed Check,DSL,No,0,No,Yes,No
CUST03213,21.0,M,9,25.47,6756.39,Two Year,Credit Card,DSL,Yes,1,Yes,No,No
CUST03214,56.0,Female,12,97.77,5687.94,Month-to-Month,Mailed Check,DSL,Yes,0,No,No,Yes
CUST03215,56.0,Female,9,131.13,2860.57,Month-to-Month,Credit Card,Fiber Optic,Yes,0,No,Yes,No
CUST03216,67.0,M,14,69.6,1465.38,Month-to-Month,Electronic Check,No,No,0,Yes,No,No
CUST03217,52.0,Male,10,116.2,,Month-to-Month,Bank Transfer,No,No,1,Yes,Yes,No
CUST03218,18.0,male,11,101.6,5960.96,One Year,Credit Card,No,Yes,1,Yes,Yes,No
CUST03219,41.0,Male,13,68.83,5710.71,One Year,Bank Transfer,DSL,Yes,1,No,Yes,No
CUST03220,53.0,M,14,38.34,3456.12,Month-to-Month,Electronic Check,Fiber Optic,No,0,Yes,No,Yes
CUST03221,23.0,Female,8,112.21,5527.31,Month-to-Month,Mailed Check,No,No,1,No,Yes,No
CUST03222,58.0,male,10,131.09,7327.46,One Year,Credit Card,No,Yes,1,Yes,No,Yes
CUST03223,63.0,Female,12,109.16,256.04,Two Year,Mailed Check,Fiber Optic,No,0,Yes,Yes,Yes
CUST03224,61.0,M,2,22.32,4066.58,Month-to-Month,Bank Transfer,No,Yes,0,No,No,No
CUST03225,48.0,Male,4,48.11,6831.83,One Year,Credit Card,Fiber Optic,Yes,1,Yes,Yes,No
CUST03226,37.0,male,12,29.03,4924.38,One Year,Electronic Check,Fiber Optic,No,1,No,Yes,No
CUST03227,41.0,Female,13,94.15,5870.26,Two Year,Electronic Check,No,No,1,Yes,No,No
CUST03228,42.0,Female,4,118.34,4659.75,One Year,Mailed Check,Fiber Optic,No,1,Yes,Yes,Yes
CUST03229,53.0,Female,9,34.38,8927.03,Month-to-Month,Electronic Check,Fiber Optic,Yes,1,Yes,Yes,No
CUST03230,38.0,Male,6,128.98,510.5,One Year,Electronic Check,No,No,0,Yes,No,Yes
CUST03231,47.0,male,3,92.22,4429.58,Month-to-Month,Mailed Check,DSL,No,1,Yes,No,No
CUST03232,41.0,Male,10,109.7,840.92,One Year,Mailed Check,No,Yes,1,No,Yes,Yes
CUST03233,61.0,Male,3,146.28,1454.87,Month-to-Month,Credit Card,No,Yes,1,No,Yes,No
CUST03234,59.0,Male,6,30.88,3459.68,Month-to-Month,Credit Card,DSL,No,0,No,No,No
CUST03235,47.0,M,8,137.16,1416.75,One Year,Mailed Check,Fiber Optic,No,0,No,Yes,No
CUST03236,39.0,M,14,36.39,8673.91,Month-to-Month,Bank Transfer,No,Yes,1,No,No,No
CUST03237,45.0,M,10,71.08,,One Year,Bank Transfer,DSL,Yes,1,Yes,No,Yes
CUST03238,24.0,male,3,130.69,3038.26,One Year,Credit Card,DSL,No,1,Yes,Yes,Yes
CUST03239,52.0,Male,3,137.81,5764.93,One Year,Credit Card,No,No,1,Yes,No,No
CUST03240,45.0,Male,5,85.83,,Month-to-Month,Mailed Check,No,Yes,0,Yes,No,No
CUST03241,31.0,M,5,97.23,7343.97,One Year,Bank Transfer,DSL,No,1,Yes,Yes,No
CUST03242,27.0,Male,6,112.06,5654.46,Two Year,Mailed Check,No,Yes,1,No,Yes,Yes
CUST03243,33.0,Male,14,128.26,22.27,Month-to-Month,Credit Card,DSL,Yes,1,No,Yes,Yes
CUST03244,,Female,0,35.8,6873.31,Two Year,Electronic Check,No,No,0,No,Yes,No
CUST03245,48.0,Male,12,125.31,6726.7,Two Year,Electronic Check,DSL,No,0,No,No,No
